split,threshold,TP,FP,TN,FN,accuracy,precision,recall,specificity,FPR,F1,F2,ROC_AUC,PR_AP
validation,0.0798116415874809,276,868,1422,6,0.660187,0.241259,0.978723,0.620961,0.379039,0.387097,0.607394,0.931331,0.621353
validation,0.07899205983739656,276,877,1413,6,0.656687,0.239376,0.978723,0.617031,0.382969,0.384669,0.604998,0.931331,0.621353
validation,0.07769371157393215,276,885,1405,6,0.653577,0.237726,0.978723,0.613537,0.386463,0.382536,0.602883,0.931331,0.621353
validation,0.07698394660149815,276,894,1396,6,0.650078,0.235897,0.978723,0.609607,0.390393,0.380165,0.600522,0.931331,0.621353
validation,0.07631293886286213,276,903,1387,6,0.646579,0.234097,0.978723,0.605677,0.394323,0.377823,0.598179,0.931331,0.621353
validation,0.0757010896178965,276,911,1379,6,0.643468,0.232519,0.978723,0.602183,0.397817,0.375766,0.596112,0.931331,0.621353
validation,0.07503593634354509,276,920,1370,6,0.639969,0.230769,0.978723,0.598253,0.401747,0.373478,0.593804,0.931331,0.621353
validation,0.9442805220651099,72,32,2258,210,0.90591,0.692308,0.255319,0.986026,0.013974,0.373057,0.292208,0.931331,0.621353
validation,0.07459339268576955,276,928,1362,6,0.636858,0.229236,0.978723,0.59476,0.40524,0.371467,0.591767,0.931331,0.621353
validation,0.07329909519204043,276,937,1353,6,0.633359,0.227535,0.978723,0.59083,0.40917,0.369231,0.589492,0.931331,0.621353
validation,0.07211103899125432,276,946,1344,6,0.62986,0.225859,0.978723,0.5869,0.4131,0.367021,0.587234,0.931331,0.621353
validation,0.07163628087390707,277,953,1337,5,0.627527,0.225203,0.98227,0.583843,0.416157,0.366402,0.587362,0.931331,0.621353
validation,0.07110660768246961,277,962,1328,5,0.624028,0.223567,0.98227,0.579913,0.420087,0.364234,0.585129,0.931331,0.621353
validation,0.07014793600693452,277,970,1320,5,0.620918,0.222133,0.98227,0.576419,0.423581,0.362328,0.583158,0.931331,0.621353
validation,0.9488925126919275,68,27,2263,214,0.906299,0.715789,0.241135,0.98821,0.01179,0.360743,0.278005,0.931331,0.621353
validation,0.06947292718498779,277,979,1311,5,0.617418,0.220541,0.98227,0.572489,0.427511,0.360208,0.580956,0.931331,0.621353
validation,0.06889183236518542,277,988,1302,5,0.613919,0.218972,0.98227,0.568559,0.431441,0.358112,0.578771,0.931331,0.621353
validation,0.06839822023919308,277,996,1294,5,0.610809,0.217596,0.98227,0.565066,0.434934,0.35627,0.576843,0.931331,0.621353
validation,0.06779297095889573,277,1005,1285,5,0.607309,0.216069,0.98227,0.561135,0.438865,0.35422,0.574689,0.931331,0.621353
validation,0.06722311760576637,277,1013,1277,5,0.604199,0.214729,0.98227,0.557642,0.442358,0.352417,0.572787,0.931331,0.621353
validation,0.06653998824323216,277,1022,1268,5,0.6007,0.213241,0.98227,0.553712,0.446288,0.350411,0.570663,0.931331,0.621353
validation,0.0655027977685628,277,1030,1260,5,0.597589,0.211936,0.98227,0.550218,0.449782,0.348647,0.568789,0.931331,0.621353
validation,0.06519531084730641,277,1039,1251,5,0.59409,0.210486,0.98227,0.546288,0.453712,0.346683,0.566694,0.931331,0.621353
validation,0.0648018700490682,277,1048,1242,5,0.590591,0.209057,0.98227,0.542358,0.457642,0.344742,0.564615,0.931331,0.621353
validation,0.06445138361433479,277,1056,1234,5,0.587481,0.207802,0.98227,0.538865,0.461135,0.343034,0.562779,0.931331,0.621353
validation,0.06361103914778442,277,1065,1225,5,0.583981,0.206408,0.98227,0.534934,0.465066,0.341133,0.560729,0.931331,0.621353
validation,0.0627404018842784,277,1073,1217,5,0.580871,0.205185,0.98227,0.531441,0.468559,0.339461,0.558918,0.931331,0.621353
validation,0.06233311875361407,278,1081,1209,4,0.578149,0.204562,0.985816,0.527948,0.472052,0.338818,0.558906,0.931331,0.621353
validation,0.06186752704818158,278,1090,1200,4,0.57465,0.203216,0.985816,0.524017,0.475983,0.33697,0.556891,0.931331,0.621353
validation,0.9541870705200906,62,24,2266,220,0.905132,0.72093,0.219858,0.98952,0.01048,0.336957,0.255354,0.931331,0.621353
validation,0.061641766718199646,278,1098,1192,4,0.57154,0.202035,0.985816,0.520524,0.479476,0.335344,0.555112,0.931331,0.621353
validation,0.061465105091669164,278,1107,1183,4,0.56804,0.200722,0.985816,0.516594,0.483406,0.333533,0.553124,0.931331,0.621353
validation,0.061113616394518434,278,1115,1175,4,0.56493,0.199569,0.985816,0.5131,0.4869,0.33194,0.551369,0.931331,0.621353
validation,0.06073298121697697,278,1124,1166,4,0.561431,0.198288,0.985816,0.50917,0.49083,0.330166,0.549407,0.931331,0.621353
validation,0.060372249800004996,278,1133,1157,4,0.557932,0.197023,0.985816,0.50524,0.49476,0.328411,0.54746,0.931331,0.621353
validation,0.0599993565025176,278,1141,1149,4,0.554821,0.195913,0.985816,0.501747,0.498253,0.326867,0.54574,0.931331,0.621353
validation,0.05965845840571829,278,1150,1140,4,0.551322,0.194678,0.985816,0.497817,0.502183,0.325146,0.543818,0.931331,0.621353
validation,0.05913493532663896,278,1158,1132,4,0.548212,0.193593,0.985816,0.494323,0.505677,0.323632,0.542122,0.931331,0.621353
validation,0.058443140176788755,278,1167,1123,4,0.544712,0.192388,0.985816,0.490393,0.509607,0.321946,0.540225,0.931331,0.621353
validation,0.05757612503540448,279,1175,1115,3,0.541991,0.191884,0.989362,0.4869,0.5131,0.321429,0.540279,0.931331,0.621353
validation,0.05702884039385526,279,1183,1107,3,0.53888,0.190834,0.989362,0.483406,0.516594,0.319954,0.53861,0.931331,0.621353
validation,0.0565223708127005,279,1192,1098,3,0.535381,0.189667,0.989362,0.479476,0.520524,0.318311,0.536745,0.931331,0.621353
validation,0.05573376864674868,279,1200,1090,3,0.532271,0.188641,0.989362,0.475983,0.524017,0.316865,0.535098,0.931331,0.621353
validation,0.05506531246098,279,1209,1081,3,0.528771,0.1875,0.989362,0.472052,0.527948,0.315254,0.533257,0.931331,0.621353
validation,0.05425075866200826,279,1218,1072,3,0.525272,0.186373,0.989362,0.468122,0.531878,0.313659,0.531429,0.931331,0.621353
validation,0.053144268582581214,279,1226,1064,3,0.522162,0.185382,0.989362,0.464629,0.535371,0.312255,0.529814,0.931331,0.621353
validation,0.9596820042509188,56,22,2268,226,0.903577,0.717949,0.198582,0.990393,0.009607,0.311111,0.232172,0.931331,0.621353
validation,0.052299767726723456,279,1235,1055,3,0.518663,0.18428,0.989362,0.460699,0.539301,0.31069,0.528009,0.931331,0.621353
validation,0.051370456001340686,280,1242,1048,2,0.51633,0.183968,0.992908,0.457642,0.542358,0.310421,0.528302,0.931331,0.621353
validation,0.05089755565471687,280,1251,1039,2,0.51283,0.182887,0.992908,0.453712,0.546288,0.30888,0.526514,0.931331,0.621353
validation,0.05003857858266227,280,1260,1030,2,0.509331,0.181818,0.992908,0.449782,0.550218,0.307355,0.524738,0.931331,0.621353
validation,0.04906071004135482,280,1268,1022,2,0.506221,0.180879,0.992908,0.446288,0.553712,0.306011,0.523169,0.931331,0.621353
validation,0.048648643642898254,280,1277,1013,2,0.502722,0.179833,0.992908,0.442358,0.557642,0.304513,0.521415,0.931331,0.621353
validation,0.04768035496913633,280,1285,1005,2,0.499611,0.178914,0.992908,0.438865,0.561135,0.303194,0.519866,0.931331,0.621353
validation,0.04719907158574871,280,1294,996,2,0.496112,0.177891,0.992908,0.434934,0.565066,0.301724,0.518135,0.931331,0.621353
validation,0.04618360082974182,280,1303,987,2,0.492613,0.176879,0.992908,0.431004,0.568996,0.300268,0.516415,0.931331,0.621353
validation,0.045173957334093615,280,1311,979,2,0.489502,0.17599,0.992908,0.427511,0.572489,0.298986,0.514895,0.931331,0.621353
validation,0.04474084349703384,280,1320,970,2,0.486003,0.175,0.992908,0.423581,0.576419,0.297556,0.513196,0.931331,0.621353
validation,0.04374235655256214,280,1328,962,2,0.482893,0.174129,0.992908,0.420087,0.579913,0.296296,0.511696,0.931331,0.621353
validation,0.04291853756032412,280,1337,953,2,0.479393,0.17316,0.992908,0.416157,0.583843,0.294892,0.510018,0.931331,0.621353
validation,0.04214898294047845,280,1346,944,2,0.475894,0.172202,0.992908,0.412227,0.587773,0.293501,0.508351,0.931331,0.621353
validation,0.04111635543790911,280,1354,936,2,0.472784,0.171359,0.992908,0.408734,0.591266,0.292276,0.506879,0.931331,0.621353
validation,0.04000755809948689,280,1363,927,2,0.469285,0.17042,0.992908,0.404803,0.595197,0.290909,0.505233,0.931331,0.621353
validation,0.03948601421550579,280,1371,919,2,0.466174,0.169594,0.992908,0.40131,0.59869,0.289705,0.503778,0.931331,0.621353
validation,0.038947893826515236,280,1380,910,2,0.462675,0.168675,0.992908,0.39738,0.60262,0.288363,0.502152,0.931331,0.621353
validation,0.0383228164954189,280,1389,901,2,0.459176,0.167765,0.992908,0.39345,0.60655,0.287032,0.500536,0.931331,0.621353
validation,0.037868070779154855,280,1397,893,2,0.456065,0.166965,0.992908,0.389956,0.610044,0.28586,0.499109,0.931331,0.621353
validation,0.965130152544352,50,19,2271,232,0.902411,0.724638,0.177305,0.991703,0.008297,0.2849,0.208855,0.931331,0.621353
validation,0.03751503098839256,280,1406,884,2,0.452566,0.166074,0.992908,0.386026,0.613974,0.284553,0.497512,0.931331,0.621353
validation,0.03715082957218111,280,1414,876,2,0.449456,0.165289,0.992908,0.382533,0.617467,0.283401,0.496102,0.931331,0.621353
validation,0.03653677444050284,280,1423,867,2,0.445956,0.164416,0.992908,0.378603,0.621397,0.282116,0.494525,0.931331,0.621353
validation,0.03577342796819658,280,1432,858,2,0.442457,0.163551,0.992908,0.374672,0.625328,0.280843,0.492958,0.931331,0.621353
validation,0.03508068623731804,280,1440,850,2,0.439347,0.162791,0.992908,0.371179,0.628821,0.27972,0.491573,0.931331,0.621353
validation,0.033960770472507965,280,1449,841,2,0.435848,0.161943,0.992908,0.367249,0.632751,0.278468,0.490025,0.931331,0.621353
validation,0.033394310238730136,280,1457,833,2,0.432737,0.161197,0.992908,0.363755,0.636245,0.277365,0.488656,0.931331,0.621353
validation,0.03285273790759544,280,1466,824,2,0.429238,0.160367,0.992908,0.359825,0.640175,0.276134,0.487126,0.931331,0.621353
validation,0.032230566701490326,280,1475,815,2,0.425739,0.159544,0.992908,0.355895,0.644105,0.274914,0.485605,0.931331,0.621353
validation,0.03143684446595139,280,1483,807,2,0.422628,0.15882,0.992908,0.352402,0.647598,0.273839,0.484262,0.931331,0.621353
validation,0.030831579303176343,280,1492,798,2,0.419129,0.158014,0.992908,0.348472,0.651528,0.272639,0.482759,0.931331,0.621353
validation,0.030507056712372586,280,1500,790,2,0.416019,0.157303,0.992908,0.344978,0.655022,0.271581,0.481431,0.931331,0.621353
validation,0.029857515074233947,280,1509,781,2,0.412519,0.156512,0.992908,0.341048,0.658952,0.270401,0.479945,0.931331,0.621353
validation,0.029071303322742503,280,1518,772,2,0.40902,0.155729,0.992908,0.337118,0.662882,0.269231,0.478469,0.931331,0.621353
validation,0.028385357339670885,280,1526,764,2,0.40591,0.155039,0.992908,0.333624,0.666376,0.268199,0.477164,0.931331,0.621353
validation,0.027752143353513958,280,1535,755,2,0.402411,0.15427,0.992908,0.329694,0.670306,0.267048,0.475705,0.931331,0.621353
validation,0.02718020933035644,280,1543,747,2,0.3993,0.153593,0.992908,0.326201,0.673799,0.266033,0.474415,0.931331,0.621353
validation,0.026579116408989325,280,1552,738,2,0.395801,0.152838,0.992908,0.322271,0.677729,0.264901,0.472973,0.931331,0.621353
validation,0.02598968708454934,280,1561,729,2,0.392302,0.152091,0.992908,0.318341,0.681659,0.263778,0.471539,0.931331,0.621353
validation,0.025250555321299387,280,1569,721,2,0.389191,0.151433,0.992908,0.314847,0.685153,0.262787,0.470272,0.931331,0.621353
validation,0.9707015244346019,45,16,2274,237,0.901633,0.737705,0.159574,0.993013,0.006987,0.262391,0.189235,0.931331,0.621353
validation,0.02470971645058945,280,1578,712,2,0.385692,0.1507,0.992908,0.310917,0.689083,0.261682,0.468855,0.931331,0.621353
validation,0.023859515611588177,280,1586,704,2,0.382582,0.150054,0.992908,0.307424,0.692576,0.260708,0.467602,0.931331,0.621353
validation,0.023149230751447578,280,1595,695,2,0.379082,0.149333,0.992908,0.303493,0.696507,0.25962,0.4662,0.931331,0.621353
validation,0.02268600562310568,280,1604,686,2,0.375583,0.14862,0.992908,0.299563,0.700437,0.258541,0.464807,0.931331,0.621353
validation,0.022084208259843453,280,1612,678,2,0.372473,0.147992,0.992908,0.29607,0.70393,0.25759,0.463576,0.931331,0.621353
validation,0.02144823950826564,280,1621,669,2,0.368974,0.147291,0.992908,0.29214,0.70786,0.256528,0.462199,0.931331,0.621353
validation,0.02088268258613728,280,1629,661,2,0.365863,0.146674,0.992908,0.288646,0.711354,0.255591,0.460981,0.931331,0.621353
validation,0.020262269786273466,280,1638,652,2,0.362364,0.145985,0.992908,0.284716,0.715284,0.254545,0.459619,0.931331,0.621353
validation,0.019785092223471357,280,1647,643,2,0.358865,0.145304,0.992908,0.280786,0.719214,0.253508,0.458265,0.931331,0.621353
validation,0.019290321652346804,280,1655,635,2,0.355754,0.144703,0.992908,0.277293,0.722707,0.252594,0.457068,0.931331,0.621353
validation,0.01875753999606067,280,1664,626,2,0.352255,0.144033,0.992908,0.273362,0.726638,0.251572,0.455729,0.931331,0.621353
validation,0.018396327214635917,280,1672,618,2,0.349145,0.143443,0.992908,0.269869,0.730131,0.250671,0.454545,0.931331,0.621353
validation,0.018144210594849636,280,1681,609,2,0.345645,0.142784,0.992908,0.265939,0.734061,0.249666,0.453221,0.931331,0.621353
validation,0.017719472279219602,280,1690,600,2,0.342146,0.142132,0.992908,0.262009,0.737991,0.248668,0.451904,0.931331,0.621353
validation,0.017258027341142578,280,1698,592,2,0.339036,0.141557,0.992908,0.258515,0.741485,0.247788,0.450741,0.931331,0.621353
validation,0.01700336424754404,280,1707,583,2,0.335537,0.140916,0.992908,0.254585,0.745415,0.246805,0.449438,0.931331,0.621353
validation,0.016219177188533183,280,1715,575,2,0.332426,0.140351,0.992908,0.251092,0.748908,0.245938,0.448287,0.931331,0.621353
validation,0.01595288723297626,280,1724,566,2,0.328927,0.139721,0.992908,0.247162,0.752838,0.244969,0.446999,0.931331,0.621353
validation,0.015642137712762183,280,1733,557,2,0.325428,0.139096,0.992908,0.243231,0.756769,0.244009,0.445718,0.931331,0.621353
validation,0.015054486105125,280,1741,549,2,0.322317,0.138545,0.992908,0.239738,0.760262,0.243161,0.444586,0.931331,0.621353
validation,0.014786131149249948,280,1750,540,2,0.318818,0.137931,0.992908,0.235808,0.764192,0.242215,0.443319,0.931331,0.621353
validation,0.01438040834364855,280,1758,532,2,0.315708,0.13739,0.992908,0.232314,0.767686,0.241379,0.442198,0.931331,0.621353
validation,0.014120749337184733,280,1767,523,2,0.312208,0.136786,0.992908,0.228384,0.771616,0.240447,0.440945,0.931331,0.621353
validation,0.013626331001408616,280,1776,514,2,0.308709,0.136187,0.992908,0.224454,0.775546,0.239521,0.439698,0.931331,0.621353
validation,0.01335806673000505,280,1784,506,2,0.305599,0.135659,0.992908,0.220961,0.779039,0.238704,0.438596,0.931331,0.621353
validation,0.012516902513490365,281,1800,490,1,0.299767,0.135031,0.996454,0.213974,0.786026,0.237833,0.437831,0.931331,0.621353
validation,0.012970673505308773,280,1793,497,2,0.3021,0.13507,0.992908,0.217031,0.782969,0.237792,0.437363,0.931331,0.621353
validation,0.012007639503264228,281,1809,481,1,0.296267,0.13445,0.996454,0.210044,0.789956,0.236931,0.436607,0.931331,0.621353
validation,0.011777235824302755,281,1818,472,1,0.292768,0.133873,0.996454,0.206114,0.793886,0.236035,0.435389,0.931331,0.621353
validation,0.01160709394546335,281,1826,464,1,0.289658,0.133365,0.996454,0.20262,0.79738,0.235245,0.434312,0.931331,0.621353
validation,0.011332518879656908,281,1835,455,1,0.286159,0.132798,0.996454,0.19869,0.80131,0.234362,0.433107,0.931331,0.621353
validation,0.010962725024273326,281,1843,447,1,0.283048,0.132298,0.996454,0.195197,0.804803,0.233583,0.432042,0.931331,0.621353
validation,0.010627917377838478,281,1852,438,1,0.279549,0.131739,0.996454,0.191266,0.808734,0.232712,0.430849,0.931331,0.621353
validation,0.010228165516627414,281,1861,429,1,0.27605,0.131186,0.996454,0.187336,0.812664,0.231848,0.429664,0.931331,0.621353
validation,0.009773980429141155,281,1869,421,1,0.272939,0.130698,0.996454,0.183843,0.816157,0.231086,0.428615,0.931331,0.621353
validation,0.009420267862371759,281,1878,412,1,0.26944,0.130153,0.996454,0.179913,0.820087,0.230234,0.427441,0.931331,0.621353
validation,0.009115444129624263,281,1886,404,1,0.26633,0.129672,0.996454,0.176419,0.823581,0.229481,0.426404,0.931331,0.621353
validation,0.008846024885929251,281,1895,395,1,0.26283,0.129136,0.996454,0.172489,0.827511,0.228641,0.425242,0.931331,0.621353
validation,0.008524659917617316,281,1904,386,1,0.259331,0.128604,0.996454,0.168559,0.831441,0.227807,0.424087,0.931331,0.621353
validation,0.9741536443998768,38,14,2276,244,0.899689,0.730769,0.134752,0.993886,0.006114,0.227545,0.161017,0.931331,0.621353
validation,0.0082841656667053,281,1912,378,1,0.256221,0.128135,0.996454,0.165066,0.834934,0.227071,0.423065,0.931331,0.621353
validation,0.008127505290352013,281,1921,369,1,0.252722,0.127611,0.996454,0.161135,0.838865,0.226248,0.421922,0.931331,0.621353
validation,0.007733695249026818,281,1929,361,1,0.249611,0.127149,0.996454,0.157642,0.842358,0.225522,0.420911,0.931331,0.621353
validation,0.007431399746547723,281,1938,352,1,0.246112,0.126634,0.996454,0.153712,0.846288,0.22471,0.419779,0.931331,0.621353
validation,0.007110254577202392,281,1947,343,1,0.242613,0.126122,0.996454,0.149782,0.850218,0.223904,0.418653,0.931331,0.621353
validation,0.006931176687889044,281,1955,335,1,0.239502,0.125671,0.996454,0.146288,0.853712,0.223193,0.417658,0.931331,0.621353
validation,0.006774008072864004,281,1964,326,1,0.236003,0.125167,0.996454,0.142358,0.857642,0.222398,0.416543,0.931331,0.621353
validation,0.00628387507463295,282,1980,310,0,0.230171,0.124668,1.0,0.135371,0.864629,0.221698,0.415929,0.931331,0.621353
validation,0.006486541958434706,281,1972,318,1,0.232893,0.124723,0.996454,0.138865,0.861135,0.221696,0.415558,0.931331,0.621353
validation,0.006129062654055667,282,1989,301,0,0.226672,0.124174,1.0,0.131441,0.868559,0.220917,0.414828,0.931331,0.621353
validation,0.0058613535839962035,282,1997,293,0,0.223561,0.123738,1.0,0.127948,0.872052,0.220226,0.413854,0.931331,0.621353
validation,0.00572272219099511,282,2006,284,0,0.220062,0.123252,1.0,0.124017,0.875983,0.219455,0.412763,0.931331,0.621353
validation,0.005412722471014046,282,2014,276,0,0.216952,0.122822,1.0,0.120524,0.879476,0.218774,0.411799,0.931331,0.621353
validation,0.005176100778286882,282,2023,267,0,0.213453,0.122343,1.0,0.116594,0.883406,0.218013,0.410719,0.931331,0.621353
validation,0.0050340016942639985,282,2032,258,0,0.209953,0.121867,1.0,0.112664,0.887336,0.217257,0.409646,0.931331,0.621353
validation,0.00481521034859855,282,2040,250,0,0.206843,0.121447,1.0,0.10917,0.89083,0.21659,0.408696,0.931331,0.621353
validation,0.0045977340893189386,282,2049,241,0,0.203344,0.120978,1.0,0.10524,0.89476,0.215844,0.407632,0.931331,0.621353
validation,0.004308164355782502,282,2057,233,0,0.200233,0.120564,1.0,0.101747,0.898253,0.215185,0.406692,0.931331,0.621353
validation,0.004097867609674303,282,2066,224,0,0.196734,0.120102,1.0,0.097817,0.902183,0.214449,0.405639,0.931331,0.621353
validation,0.003927002096650245,282,2075,215,0,0.193235,0.119644,1.0,0.093886,0.906114,0.213717,0.404591,0.931331,0.621353
validation,0.00377884090520321,282,2083,207,0,0.190124,0.119239,1.0,0.090393,0.909607,0.213071,0.403664,0.931331,0.621353
validation,0.0036577230371253925,282,2092,198,0,0.186625,0.118787,1.0,0.086463,0.913537,0.212349,0.402627,0.931331,0.621353
validation,0.0035511340322037393,282,2100,190,0,0.183515,0.118388,1.0,0.082969,0.917031,0.211712,0.401709,0.931331,0.621353
validation,0.003441530923406978,282,2109,181,0,0.180016,0.117942,1.0,0.079039,0.920961,0.210999,0.400682,0.931331,0.621353
validation,0.0032079785636955223,282,2118,172,0,0.176516,0.1175,1.0,0.075109,0.924891,0.210291,0.39966,0.931331,0.621353
validation,0.00295848925769788,282,2126,164,0,0.173406,0.11711,1.0,0.071616,0.928384,0.209665,0.398756,0.931331,0.621353
validation,0.002820337559885072,282,2135,155,0,0.169907,0.116674,1.0,0.067686,0.932314,0.208966,0.397743,0.931331,0.621353
validation,0.0027328416849618565,282,2143,147,0,0.166796,0.116289,1.0,0.064192,0.935808,0.208349,0.396848,0.931331,0.621353
validation,0.0026156358153127785,282,2152,138,0,0.163297,0.115859,1.0,0.060262,0.939738,0.207658,0.395845,0.931331,0.621353
validation,0.002501297854846035,282,2161,129,0,0.159798,0.115432,1.0,0.056332,0.943668,0.206972,0.394847,0.931331,0.621353
validation,0.0023345811625623217,282,2169,121,0,0.156687,0.115055,1.0,0.052838,0.947162,0.206367,0.393965,0.931331,0.621353
validation,0.002185562457193927,282,2178,112,0,0.153188,0.114634,1.0,0.048908,0.951092,0.205689,0.392977,0.931331,0.621353
validation,0.002013402674787256,282,2186,104,0,0.150078,0.114263,1.0,0.045415,0.954585,0.205091,0.392102,0.931331,0.621353
validation,0.0018755524554885474,282,2195,95,0,0.146579,0.113847,1.0,0.041485,0.958515,0.204422,0.391123,0.931331,0.621353
validation,0.0017196926456046894,282,2204,86,0,0.143079,0.113435,1.0,0.037555,0.962445,0.203757,0.390149,0.931331,0.621353
validation,0.001576637207884829,282,2212,78,0,0.139969,0.113071,1.0,0.034061,0.965939,0.20317,0.389288,0.931331,0.621353
validation,0.9777130706714717,33,10,2280,249,0.8993,0.767442,0.117021,0.995633,0.004367,0.203077,0.140905,0.931331,0.621353
validation,0.0014468967809733114,282,2221,69,0,0.13647,0.112665,1.0,0.030131,0.969869,0.202513,0.388323,0.931331,0.621353
validation,0.0012251460165145058,282,2229,61,0,0.133359,0.112306,1.0,0.026638,0.973362,0.201933,0.387469,0.931331,0.621353
validation,0.0011257776441130879,282,2238,52,0,0.12986,0.111905,1.0,0.022707,0.977293,0.201285,0.386513,0.931331,0.621353
validation,0.0008933359874804723,282,2247,43,0,0.126361,0.111507,1.0,0.018777,0.981223,0.20064,0.385562,0.931331,0.621353
validation,0.0007726725141521955,282,2255,35,0,0.12325,0.111155,1.0,0.015284,0.984716,0.200071,0.38472,0.931331,0.621353
validation,0.0006540292554731039,282,2264,26,0,0.119751,0.110762,1.0,0.011354,0.988646,0.199434,0.383778,0.931331,0.621353
validation,0.0005189058159191414,282,2272,18,0,0.116641,0.110415,1.0,0.00786,0.99214,0.198872,0.382944,0.931331,0.621353
validation,0.00035269982039680604,282,2281,9,0,0.113142,0.110027,1.0,0.00393,0.99607,0.198243,0.38201,0.931331,0.621353
validation,0.00011984084909275004,282,2290,0,0,0.109642,0.109642,1.0,0.0,1.0,0.197617,0.381081,0.931331,0.621353
validation,0.00011984084809275004,282,2290,0,0,0.109642,0.109642,1.0,0.0,1.0,0.197617,0.381081,0.931331,0.621353
validation,0.9849225754627696,27,8,2282,255,0.897745,0.771429,0.095745,0.996507,0.003493,0.170347,0.116079,0.931331,0.621353
validation,0.9891217941671125,21,5,2285,261,0.896579,0.807692,0.074468,0.997817,0.002183,0.136364,0.090988,0.931331,0.621353
validation,0.9935440029138262,16,2,2288,266,0.895801,0.888889,0.056738,0.999127,0.000873,0.106667,0.069808,0.931331,0.621353
validation,0.9957444649090722,8,1,2289,274,0.893079,0.888889,0.028369,0.999563,0.000437,0.054983,0.03518,0.931331,0.621353
validation,0.9999952968850759,1,0,2290,281,0.890747,1.0,0.003546,1.0,0.0,0.007067,0.004429,0.931331,0.621353
validation,0.9999952968860759,0,0,2290,282,0.890358,0.0,0.0,1.0,0.0,0.0,0.0,0.931331,0.621353
